PWGTP,EDUCATION,ST,percentage,GEOID,65-69,70-74,75-79,80-84,85+,Male,Female,Other,Hispanic,Black
9,12,23,5.499823433,2300300,0,1,0,0,0,1,0,1,0,0
10,12,23,3.564379297,2300300,1,0,0,0,0,0,1,1,0,0
19,12,23,10.23037239,2301000,0,0,1,0,0,0,1,1,0,0
9,12,23,6.175212911,2300200,0,1,0,0,0,0,1,1,0,0
7,12,23,3.164907227,2300100,1,0,0,0,0,1,0,1,0,0
11,14,23,4.43061433,2300400,0,1,0,0,0,1,0,1,0,0
38,14,23,30.31559491,2300600,0,0,0,0,1,0,1,1,0,0
21,12,23,5.499823433,2300100,0,1,0,0,0,1,0,1,0,0
21,12,23,3.564379297,2300100,1,0,0,0,0,0,1,1,0,0
8,12,23,35.32267164,2300500,0,0,0,0,1,0,1,1,0,0
7,12,23,3.564379297,2300200,1,0,0,0,0,0,1,1,0,0
38,12,23,6.175212911,2300900,0,1,0,0,0,0,1,1,0,0
38,12,23,5.499823433,2300900,0,1,0,0,0,1,0,1,0,0
20,18,23,2.857667742,2300500,0,1,0,0,0,1,0,1,0,0
10,14,23,2.537435845,2300300,1,0,0,0,0,1,0,1,0,0
14,12,23,10.23037239,2300200,0,0,1,0,0,0,1,1,0,0
10,12,23,16.50827556,2300500,0,0,0,1,0,1,0,1,0,0
15,12,23,16.50827556,2300500,0,0,0,1,0,1,0,1,0,0
13,12,23,35.32267164,2300500,0,0,0,0,1,0,1,1,0,0
24,16,23,11.14769391,2301000,0,0,0,1,0,1,0,1,0,0
27,14,23,7.430859588,2300400,0,0,1,0,0,1,0,1,0,0
34,12,23,6.175212911,2300400,0,1,0,0,0,0,1,1,0,0
8,12,23,5.499823433,2300200,0,1,0,0,0,1,0,1,0,0
5,14,23,8.322500058,2300500,0,0,1,0,0,0,1,1,0,0
5,12,23,6.175212911,2300100,0,1,0,0,0,0,1,1,0,0
5,12,23,16.50827556,2300800,0,0,0,1,0,1,0,1,0,0
7,12,23,18.27410738,2300800,0,0,0,1,0,0,1,1,0,0
19,16,23,23.45593817,2300500,0,0,0,0,1,1,0,1,0,0
20,14,23,2.860048137,2300500,1,0,0,0,0,0,1,1,0,0
13,12,23,10.23037239,2300500,0,0,1,0,0,0,1,1,0,0
19,14,23,4.43061433,2300700,0,1,0,0,0,1,0,1,0,0
19,12,23,3.564379297,2300700,1,0,0,0,0,0,1,1,0,0
8,14,23,4.981624362,2300300,0,1,0,0,0,0,1,1,0,0
6,12,23,5.499823433,2300300,0,1,0,0,0,1,0,1,0,0
11,14,23,2.537435845,2300700,1,0,0,0,0,1,0,1,0,0
90,9,23,12.41458109,2300100,0,0,1,0,0,1,0,1,0,0
9,12,23,6.175212911,2300500,0,1,0,0,0,0,1,1,0,0
4,12,23,16.50827556,2300100,0,0,0,1,0,1,0,1,0,0
6,14,23,7.430859588,2300100,0,0,1,0,0,1,0,1,0,0
5,8,23,9.397581216,2300100,0,1,0,0,0,0,1,1,0,0
30,14,23,4.981624362,2300700,0,1,0,0,0,0,1,1,0,0
30,16,23,2.291587488,2300700,1,0,0,0,0,0,1,1,0,0
13,9,23,7.56661191,2300100,0,1,0,0,0,1,0,1,0,0
4,14,23,4.43061433,2300200,0,1,0,0,0,1,0,1,0,0
4,16,23,4.008883577,2300200,0,1,0,0,0,0,1,1,0,0
16,12,23,35.32267164,2300200,0,0,0,0,1,0,1,1,0,0
24,12,23,9.154741059,2301000,0,0,1,0,0,1,0,1,0,0
22,12,23,32.56588642,2300200,0,0,0,0,1,1,0,1,0,0
22,14,23,15.11879158,2300200,0,0,0,1,0,0,1,1,0,0
6,12,23,9.154741059,2300100,0,0,1,0,0,1,0,1,0,0
5,14,23,4.981624362,2300100,0,1,0,0,0,0,1,1,0,0
3,12,23,16.50827556,2300200,0,0,0,1,0,1,0,1,0,0
6,12,23,35.32267164,2300200,0,0,0,0,1,0,1,1,0,0
3,10,23,6.808674751,2300100,0,1,0,0,0,1,0,1,0,0
3,12,23,3.564379297,2300100,1,0,0,0,0,0,1,1,0,0
5,18,23,19.6207019,2300500,0,0,0,0,1,1,0,1,0,0
8,14,23,2.860048137,2300300,1,0,0,0,0,0,1,1,0,0
8,12,23,3.164907227,2300300,1,0,0,0,0,1,0,1,0,0
15,14,23,4.981624362,2300900,0,1,0,0,0,0,1,1,0,0
15,16,23,3.561434185,2300900,0,1,0,0,0,1,0,1,0,0
15,14,23,4.981624362,2300400,0,1,0,0,0,0,1,1,0,0
24,12,23,9.154741059,2300400,0,0,1,0,0,1,0,1,0,0
12,14,23,27.78173331,2300300,0,0,0,0,1,1,0,1,0,0
7,16,23,2.291587488,2300300,1,0,0,0,0,0,1,1,0,0
7,8,23,8.401315793,2300300,0,1,0,0,0,1,0,1,0,0
17,14,23,2.537435845,2300900,1,0,0,0,0,1,0,1,0,0
26,12,23,3.564379297,2300900,1,0,0,0,0,0,1,1,0,0
31,16,23,2.291587488,2301000,1,0,0,0,0,0,1,1,0,0
10,14,23,15.11879158,2300100,0,0,0,1,0,0,1,1,0,0
8,11,23,10.14540892,2300100,0,0,1,0,0,1,0,1,0,0
2,14,23,2.860048137,2300200,1,0,0,0,0,0,1,1,0,0
11,12,23,32.56588642,2300200,0,0,0,0,1,1,0,1,0,0
91,14,23,2.537435845,2300800,1,0,0,0,0,1,0,1,0,0
3,24,23,2.510024256,2300100,0,0,1,0,0,1,0,1,0,0
3,18,23,1.625171798,2300900,1,0,0,0,0,1,0,1,0,0
3,16,23,2.291587488,2300900,1,0,0,0,0,0,1,1,0,0
11,18,23,1.625171798,2300600,1,0,0,0,0,1,0,1,0,0
12,11,23,6.867830308,2300600,0,1,0,0,0,0,1,1,0,0
19,14,23,30.31559491,2300300,0,0,0,0,1,0,1,1,0,0
18,12,23,9.154741059,2300300,0,0,1,0,0,1,0,1,0,0
23,12,23,6.175212911,2300300,0,1,0,0,0,0,1,1,0,0
16,14,23,4.43061433,2300400,0,1,0,0,0,1,0,1,0,0
14,16,23,23.45593817,2300500,0,0,0,0,1,1,0,1,0,0
12,16,23,25.73585981,2300500,0,0,0,0,1,0,1,1,0,0
6,16,23,2.031756168,2300500,1,0,0,0,0,1,0,1,0,0
29,12,23,3.564379297,2300200,1,0,0,0,0,0,1,1,0,0
29,12,23,5.499823433,2300200,0,1,0,0,0,1,0,1,0,0
25,14,23,27.78173331,2300800,0,0,0,0,1,1,0,1,0,0
35,18,23,9.086064505,2300200,0,0,0,1,0,1,0,1,0,0
15,12,23,18.27410738,2300800,0,0,0,1,0,0,1,1,0,0
17,12,23,32.56588642,2300800,0,0,0,0,1,1,0,1,0,0
4,12,23,32.56588642,2300300,0,0,0,0,1,1,0,1,0,0
5,12,23,6.175212911,2300300,0,1,0,0,0,0,1,1,0,0
19,12,23,3.164907227,2300400,1,0,0,0,0,1,0,1,0,0
19,18,23,1.833980414,2300400,1,0,0,0,0,0,1,1,0,0
33,24,23,0.935489012,2300700,1,0,0,0,0,0,1,1,0,0
4,14,23,4.43061433,2300500,0,1,0,0,0,1,0,1,0,0
3,18,23,5.446609089,2300500,0,0,1,0,0,0,1,1,0,0
30,16,23,11.14769391,2300800,0,0,0,1,0,1,0,1,0,0
27,16,23,6.743700149,2300800,0,0,1,0,0,0,1,1,0,0
38,14,23,6.103594269,2301000,1,0,0,0,0,1,0,0,0,1
45,14,23,4.43061433,2300900,0,1,0,0,0,1,0,1,0,0
43,12,23,3.564379297,2300900,1,0,0,0,0,0,1,1,0,0
39,16,23,2.291587488,2300900,1,0,0,0,0,0,1,1,0,0
15,14,23,7.430859588,2300200,0,0,1,0,0,1,0,1,0,0
7,18,23,19.6207019,2300500,0,0,0,0,1,1,0,1,0,0
6,14,23,15.11879158,2300500,0,0,0,1,0,0,1,1,0,0
9,12,23,3.164907227,2300400,1,0,0,0,0,1,0,1,0,0
16,12,23,5.499823433,2300300,0,1,0,0,0,1,0,1,0,0
17,12,23,6.175212911,2300300,0,1,0,0,0,0,1,1,0,0
29,19,23,2.55836372,2300800,0,1,0,0,0,1,0,1,0,0
27,14,23,4.981624362,2300800,0,1,0,0,0,0,1,1,0,0
3,16,23,3.561434185,2300100,0,1,0,0,0,1,0,1,0,0
16,14,23,4.981624362,2300900,0,1,0,0,0,0,1,1,0,0
21,24,23,4.808721198,2300900,0,0,0,1,0,1,0,1,0,0
6,12,23,3.164907227,2300200,1,0,0,0,0,1,0,1,0,0
25,16,23,6.010117428,2300900,0,0,1,0,0,1,0,1,0,0
30,18,23,3.219649661,2300900,0,1,0,0,0,0,1,1,0,0
12,14,23,2.860048137,2300200,1,0,0,0,0,0,1,1,0,0
14,18,23,2.857667742,2300200,0,1,0,0,0,1,0,1,0,0
13,16,23,2.291587488,2300800,1,0,0,0,0,0,1,1,0,0
14,16,23,2.031756168,2300800,1,0,0,0,0,1,0,1,0,0
3,11,23,10.14540892,2300100,0,0,1,0,0,1,0,1,0,0
9,12,23,5.499823433,2300600,0,1,0,0,0,1,0,1,0,0
15,16,23,4.008883577,2300900,0,1,0,0,0,0,1,1,0,0
32,12,23,3.164907227,2300200,1,0,0,0,0,1,0,1,0,0
27,18,23,3.219649661,2300200,0,1,0,0,0,0,1,1,0,0
6,7,23,5.456181206,2300200,1,0,0,0,0,1,0,1,0,0
9,14,23,2.537435845,2300100,1,0,0,0,0,1,0,1,0,0
4,16,23,3.561434185,2300100,0,1,0,0,0,1,0,1,0,0
11,14,23,2.537435845,2300100,1,0,0,0,0,1,0,1,0,0
12,14,23,2.860048137,2300100,1,0,0,0,0,0,1,1,0,0
4,12,23,3.564379297,2300100,1,0,0,0,0,0,1,1,0,0
5,18,23,3.219649661,2300100,0,1,0,0,0,0,1,1,0,0
5,19,23,2.55836372,2300100,0,1,0,0,0,1,0,1,0,0
3,12,23,6.175212911,2300200,0,1,0,0,0,0,1,1,0,0
7,8,23,8.401315793,2300200,0,1,0,0,0,1,0,1,0,0
23,18,23,1.625171798,2301000,1,0,0,0,0,1,0,1,0,0
23,14,23,2.860048137,2301000,1,0,0,0,0,0,1,1,0,0
4,12,23,32.56588642,2300200,0,0,0,0,1,1,0,1,0,0
3,8,23,26.05660519,2300200,0,0,0,1,0,0,1,1,0,0
9,14,23,2.860048137,2300700,1,0,0,0,0,0,1,1,0,0
5,14,23,2.860048137,2300200,1,0,0,0,0,0,1,1,0,0
5,12,23,5.499823433,2300200,0,1,0,0,0,1,0,1,0,0
3,11,23,18.13583657,2300200,0,0,0,1,0,1,0,1,0,0
3,12,23,18.27410738,2300200,0,0,0,1,0,0,1,1,0,0
5,16,23,2.031756168,2300500,1,0,0,0,0,1,0,1,0,0
34,12,23,3.164907227,2300200,1,0,0,0,0,1,0,1,0,0
23,14,23,2.860048137,2300400,1,0,0,0,0,0,1,1,0,0
32,14,23,4.981624362,2300800,0,1,0,0,0,0,1,1,0,0
33,14,23,4.43061433,2300800,0,1,0,0,0,1,0,1,0,0
13,12,23,35.32267164,2300200,0,0,0,0,1,0,1,1,0,0
10,18,23,3.219649661,2300400,0,1,0,0,0,0,1,1,0,0
7,12,23,35.32267164,2300500,0,0,0,0,1,0,1,1,0,0
8,16,23,2.031756168,2300500,1,0,0,0,0,1,0,1,0,0
2,8,23,13.70479135,2300100,0,0,1,0,0,1,0,1,0,0
3,12,23,3.564379297,2300100,1,0,0,0,0,0,1,1,0,0
8,16,23,2.291587488,2300500,1,0,0,0,0,0,1,1,0,0
6,12,23,3.164907227,2300500,1,0,0,0,0,1,0,1,0,0
17,14,23,2.860048137,2300900,1,0,0,0,0,0,1,1,0,0
66,9,23,21.75939982,2300400,0,0,0,1,0,1,0,1,0,0
11,12,23,5.499823433,2300300,0,1,0,0,0,1,0,1,0,0
11,12,23,3.564379297,2300300,1,0,0,0,0,0,1,1,0,0
7,14,23,2.860048137,2300500,1,0,0,0,0,0,1,1,0,0
3,16,23,12.42545854,2300500,0,0,0,1,0,0,1,1,0,0
4,12,23,16.50827556,2300500,0,0,0,1,0,1,0,1,0,0
30,19,23,2.55836372,2300900,0,1,0,0,0,1,0,1,0,0
29,14,23,2.537435845,2300500,1,0,0,0,0,1,0,1,0,0
26,14,23,2.537435845,2300300,1,0,0,0,0,1,0,1,0,0
30,12,23,3.564379297,2300300,1,0,0,0,0,0,1,1,0,0
42,11,23,37.96176479,2300300,0,0,0,0,1,0,1,1,0,0
11,14,23,4.981624362,2300100,0,1,0,0,0,0,1,1,0,0
11,14,23,4.43061433,2300100,0,1,0,0,0,1,0,1,0,0
19,19,23,1.640084305,2300900,1,0,0,0,0,0,1,1,0,0
8,12,23,3.564379297,2300300,1,0,0,0,0,0,1,1,0,0
6,12,23,3.164907227,2300300,1,0,0,0,0,1,0,1,0,0
5,14,23,27.78173331,2300200,0,0,0,0,1,1,0,1,0,0
6,12,23,35.32267164,2300200,0,0,0,0,1,0,1,1,0,0
5,12,23,3.164907227,2300100,1,0,0,0,0,1,0,1,0,0
5,12,23,3.564379297,2300100,1,0,0,0,0,0,1,1,0,0
68,12,23,6.175212911,2300600,0,1,0,0,0,0,1,1,0,0
28,6,23,48.8601975,2300400,0,0,0,0,1,1,0,1,0,0
27,12,23,6.175212911,2300700,0,1,0,0,0,0,1,1,0,0
5,12,23,3.564379297,2300200,1,0,0,0,0,0,1,1,0,0
2,14,23,2.537435845,2300200,1,0,0,0,0,1,0,1,0,0
20,8,23,43.21637368,2300600,0,0,0,0,1,1,0,1,0,0
4,16,23,2.291587488,2300200,1,0,0,0,0,0,1,1,0,0
7,8,23,13.70479135,2300500,0,0,1,0,0,1,0,1,0,0
6,12,23,10.23037239,2300500,0,0,1,0,0,0,1,1,0,0
37,18,23,2.857667742,2300400,0,1,0,0,0,1,0,1,0,0
39,14,23,4.981624362,2300400,0,1,0,0,0,0,1,1,0,0
23,14,23,4.981624362,2300900,0,1,0,0,0,0,1,1,0,0
7,16,23,6.743700149,2300400,0,0,1,0,0,0,1,1,0,0
5,16,23,11.14769391,2300400,0,0,0,1,0,1,0,1,0,0
5,14,23,8.322500058,2300200,0,0,1,0,0,0,1,1,0,0
6,16,23,11.14769391,2300200,0,0,0,1,0,1,0,1,0,0
16,12,23,6.175212911,2301000,0,1,0,0,0,0,1,1,0,0
17,12,23,5.499823433,2301000,0,1,0,0,0,1,0,1,0,0
20,16,23,25.73585981,2301000,0,0,0,0,1,0,1,1,0,0
14,14,23,2.860048137,2300100,1,0,0,0,0,0,1,1,0,0
32,14,23,8.322500058,2300500,0,0,1,0,0,0,1,1,0,0
6,12,23,3.164907227,2300100,1,0,0,0,0,1,0,1,0,0
6,12,23,3.564379297,2300100,1,0,0,0,0,0,1,1,0,0
7,12,23,3.164907227,2300200,1,0,0,0,0,1,0,1,0,0
12,18,23,5.446609089,2300800,0,0,1,0,0,0,1,1,0,0
8,24,23,0.935489012,2300200,1,0,0,0,0,0,1,1,0,0
24,14,23,7.430859588,2300500,0,0,1,0,0,1,0,1,0,0
28,14,23,2.860048137,2300300,1,0,0,0,0,0,1,1,0,0
3,14,23,8.322500058,2300100,0,0,1,0,0,0,1,1,0,0
21,12,23,3.164907227,2300200,1,0,0,0,0,1,0,1,0,0
29,18,23,5.446609089,2300900,0,0,1,0,0,0,1,1,0,0
30,12,23,9.154741059,2300900,0,0,1,0,0,1,0,1,0,0
4,12,23,3.164907227,2300200,1,0,0,0,0,1,0,1,0,0
3,12,23,3.564379297,2300800,1,0,0,0,0,0,1,1,0,0
3,12,23,3.164907227,2300800,1,0,0,0,0,1,0,1,0,0
11,14,23,4.43061433,2300400,0,1,0,0,0,1,0,1,0,0
12,14,23,4.981624362,2300400,0,1,0,0,0,0,1,1,0,0
8,14,23,8.322500058,2300500,0,0,1,0,0,0,1,1,0,0
18,24,23,2.510024256,2300600,0,0,1,0,0,1,0,1,0,0
15,18,23,3.219649661,2300600,0,1,0,0,0,0,1,1,0,0
6,12,23,10.23037239,2300800,0,0,1,0,0,0,1,1,0,0
4,14,23,4.43061433,2300100,0,1,0,0,0,1,0,1,0,0
6,16,23,6.010117428,2300100,0,0,1,0,0,1,0,1,0,0
5,12,23,6.175212911,2300100,0,1,0,0,0,0,1,1,0,0
7,12,23,16.50827556,2300800,0,0,0,1,0,1,0,1,0,0
6,14,23,4.981624362,2300800,0,1,0,0,0,0,1,1,0,0
19,12,23,3.164907227,2300400,1,0,0,0,0,1,0,1,0,0
2,12,23,9.154741059,2300200,0,0,1,0,0,1,0,1,0,0
3,19,23,9.163061105,2300200,0,0,0,1,0,0,1,1,0,0
9,12,23,5.499823433,2300500,0,1,0,0,0,1,0,1,0,0
28,14,23,2.860048137,2300600,1,0,0,0,0,0,1,1,0,0
9,12,23,10.23037239,2300400,0,0,1,0,0,0,1,1,0,0
34,14,23,4.981624362,2300700,0,1,0,0,0,0,1,1,0,0
16,12,23,9.154741059,2300200,0,0,1,0,0,1,0,1,0,0
17,14,23,2.860048137,2300200,1,0,0,0,0,0,1,1,0,0
8,12,23,6.175212911,2300400,0,1,0,0,0,0,1,1,0,0
9,12,23,3.164907227,2300400,1,0,0,0,0,1,0,1,0,0
82,14,23,2.860048137,2300800,1,0,0,0,0,0,1,1,0,0
47,12,23,9.154741059,2300200,0,0,1,0,0,1,0,1,0,0
15,16,23,12.42545854,2300500,0,0,0,1,0,0,1,1,0,0
33,12,23,3.564379297,2300900,1,0,0,0,0,0,1,1,0,0
11,18,23,2.857667742,2300800,0,1,0,0,0,1,0,1,0,0
10,18,23,3.219649661,2300800,0,1,0,0,0,0,1,1,0,0
21,16,23,2.291587488,2301000,1,0,0,0,0,0,1,1,0,0
83,12,23,3.164907227,2300600,1,0,0,0,0,1,0,1,0,0
31,12,23,10.23037239,2300300,0,0,1,0,0,0,1,1,0,0
9,14,23,2.537435845,2300400,1,0,0,0,0,1,0,1,0,0
4,14,23,4.43061433,2300100,0,1,0,0,0,1,0,1,0,0
5,14,23,4.981624362,2300100,0,1,0,0,0,0,1,1,0,0
17,16,23,23.45593817,2300700,0,0,0,0,1,1,0,1,0,0
24,24,23,5.404095231,2300700,0,0,0,1,0,0,1,1,0,0
16,14,23,8.322500058,2300400,0,0,1,0,0,0,1,1,0,0
17,10,23,6.808674751,2300400,0,1,0,0,0,1,0,1,0,0
4,12,23,10.23037239,2300500,0,0,1,0,0,0,1,1,0,0
19,12,23,5.499823433,2300300,0,1,0,0,0,1,0,1,0,0
21,12,23,3.564379297,2300300,1,0,0,0,0,0,1,1,0,0
18,16,23,2.291587488,2300200,1,0,0,0,0,0,1,1,0,0
6,16,23,2.031756168,2300100,1,0,0,0,0,1,0,1,0,0
7,12,23,5.499823433,2300300,0,1,0,0,0,1,0,1,0,0
34,16,23,3.561434185,2300700,0,1,0,0,0,1,0,1,0,0
30,12,23,3.564379297,2300700,1,0,0,0,0,0,1,1,0,0
6,18,23,4.846791248,2300200,0,0,1,0,0,1,0,1,0,0
8,16,23,6.743700149,2300200,0,0,1,0,0,0,1,1,0,0
12,14,23,2.537435845,2300100,1,0,0,0,0,1,0,1,0,0
9,18,23,9.086064505,2300700,0,0,0,1,0,1,0,1,0,0
10,18,23,1.833980414,2300700,1,0,0,0,0,0,1,1,0,0
18,11,23,6.121631027,2300500,0,1,0,0,0,1,0,1,0,0
16,12,23,3.564379297,2300500,1,0,0,0,0,0,1,1,0,0
20,16,23,3.561434185,2300700,0,1,0,0,0,1,0,1,0,0
16,0,23,12.63841924,2300900,1,0,0,0,0,0,1,1,0,0
3,14,23,4.43061433,2300100,0,1,0,0,0,1,0,1,0,0
3,14,23,2.860048137,2300100,1,0,0,0,0,0,1,1,0,0
21,12,23,5.499823433,2300800,0,1,0,0,0,1,0,1,0,0
6,14,23,2.860048137,2300500,1,0,0,0,0,0,1,1,0,0
12,12,23,3.164907227,2300500,1,0,0,0,0,1,0,1,0,0
7,8,23,43.21637368,2300100,0,0,0,0,1,1,0,1,0,0
5,12,23,5.499823433,2300100,0,1,0,0,0,1,0,1,0,0
6,12,23,3.564379297,2300100,1,0,0,0,0,0,1,1,0,0
9,8,23,4.898440068,2300100,1,0,0,0,0,1,0,1,0,0
8,18,23,1.625171798,2300400,1,0,0,0,0,1,0,1,0,0
25,14,23,2.860048137,2300200,1,0,0,0,0,0,1,1,0,0
28,12,23,3.164907227,2300200,1,0,0,0,0,1,0,1,0,0
7,14,23,2.537435845,2300600,1,0,0,0,0,1,0,1,0,0
8,14,23,2.860048137,2300600,1,0,0,0,0,0,1,1,0,0
5,12,23,32.56588642,2300100,0,0,0,0,1,1,0,1,0,0
4,12,23,18.27410738,2300100,0,0,0,1,0,0,1,1,0,0
13,14,23,2.537435845,2300100,1,0,0,0,0,1,0,1,0,0
8,16,23,6.010117428,2300100,0,0,1,0,0,1,0,1,0,0
6,0,23,18.55310147,2300200,0,1,0,0,0,1,0,1,0,0
31,24,23,2.82925258,2300500,0,0,1,0,0,0,1,1,0,0
6,12,23,16.50827556,2300200,0,0,0,1,0,1,0,1,0,0
6,11,23,20.03398855,2300200,0,0,0,1,0,0,1,1,0,0
23,16,23,2.031756168,2300700,1,0,0,0,0,1,0,1,0,0
30,12,23,9.154741059,2300800,0,0,1,0,0,1,0,1,0,0
25,12,23,3.564379297,2300800,1,0,0,0,0,0,1,1,0,0
3,14,23,4.981624362,2300100,0,1,0,0,0,0,1,1,0,0
2,12,23,5.499823433,2300100,0,1,0,0,0,1,0,1,0,0
96,14,23,15.11879158,2300800,0,0,0,1,0,0,1,1,0,0
101,14,23,13.60709407,2300800,0,0,0,1,0,1,0,1,0,0
8,12,23,18.27410738,2300500,0,0,0,1,0,0,1,1,0,0
9,14,23,7.430859588,2300500,0,0,1,0,0,1,0,1,0,0
9,12,23,3.164907227,2300400,1,0,0,0,0,1,0,1,0,0
33,16,23,6.010117428,2300900,0,0,1,0,0,1,0,1,0,0
39,14,23,4.981624362,2300900,0,1,0,0,0,0,1,1,0,0
16,16,23,2.031756168,2301000,1,0,0,0,0,1,0,1,0,0
5,12,23,35.32267164,2300500,0,0,0,0,1,0,1,1,0,0
32,16,23,25.73585981,2300500,0,0,0,0,1,0,1,1,0,0
4,12,23,18.27410738,2300500,0,0,0,1,0,0,1,1,0,0
3,14,23,30.31559491,2300200,0,0,0,0,1,0,1,1,0,0
6,12,23,5.499823433,2300500,0,1,0,0,0,1,0,1,0,0
33,12,23,35.32267164,2300800,0,0,0,0,1,0,1,1,0,0
6,16,23,2.291587488,2300800,1,0,0,0,0,0,1,1,0,0
11,12,23,9.154741059,2300200,0,0,1,0,0,1,0,1,0,0
14,18,23,3.219649661,2300200,0,1,0,0,0,0,1,1,0,0
22,12,23,3.164907227,2300500,1,0,0,0,0,1,0,1,0,0
17,14,23,7.430859588,2300800,0,0,1,0,0,1,0,1,0,0
14,12,23,6.175212911,2300800,0,1,0,0,0,0,1,1,0,0
13,16,23,2.031756168,2300500,1,0,0,0,0,1,0,1,0,0
49,18,23,4.846791248,2300800,0,0,1,0,0,1,0,1,0,0
25,14,23,2.860048137,2300200,1,0,0,0,0,0,1,1,0,0
6,14,23,4.43061433,2300500,0,1,0,0,0,1,0,1,0,0
4,12,23,6.175212911,2300500,0,1,0,0,0,0,1,1,0,0
6,12,23,10.23037239,2300500,0,0,1,0,0,0,1,1,0,0
3,16,23,2.031756168,2300900,1,0,0,0,0,1,0,1,0,0
37,18,23,1.833980414,2300200,1,0,0,0,0,0,1,1,0,0
21,16,23,2.031756168,2300300,1,0,0,0,0,1,0,1,0,0
28,14,23,7.430859588,2300700,0,0,1,0,0,1,0,1,0,0
40,16,23,6.743700149,2300700,0,0,1,0,0,0,1,1,0,0
10,7,23,15.10596304,2300800,0,0,1,0,0,1,0,1,0,0
9,10,23,12.51590092,2300800,0,0,1,0,0,0,1,1,0,0
8,24,23,2.510024256,2301000,0,0,1,0,0,1,0,1,0,0
10,18,23,5.446609089,2301000,0,0,1,0,0,0,1,1,0,0
9,12,23,18.27410738,2300500,0,0,0,1,0,0,1,1,0,0
29,14,23,4.43061433,2300300,0,1,0,0,0,1,0,1,0,0
32,12,23,6.175212911,2300300,0,1,0,0,0,0,1,1,0,0
31,14,23,8.322500058,2300900,0,0,1,0,0,0,1,1,0,0
12,12,23,5.499823433,2300500,0,1,0,0,0,1,0,1,0,0
14,12,23,3.564379297,2300500,1,0,0,0,0,0,1,1,0,0
9,14,23,4.43061433,2300200,0,1,0,0,0,1,0,1,0,0
7,12,23,6.175212911,2300200,0,1,0,0,0,0,1,1,0,0
14,14,23,13.60709407,2300500,0,0,0,1,0,1,0,1,0,0
13,12,23,18.27410738,2300500,0,0,0,1,0,0,1,1,0,0
7,24,23,4.808721198,2300500,0,0,0,1,0,1,0,1,0,0
6,24,23,2.82925258,2300500,0,0,1,0,0,0,1,1,0,0
2,16,23,6.010117428,2300500,0,0,1,0,0,1,0,1,0,0
3,14,23,4.981624362,2300100,0,1,0,0,0,0,1,1,0,0
32,16,23,2.031756168,2300700,1,0,0,0,0,1,0,1,0,0
29,18,23,3.219649661,2300700,0,1,0,0,0,0,1,1,0,0
31,14,23,4.981624362,2300500,0,1,0,0,0,0,1,1,0,0
30,16,23,2.031756168,2300500,1,0,0,0,0,1,0,1,0,0
3,16,23,6.743700149,2300900,0,0,1,0,0,0,1,1,0,0
3,16,23,2.291587488,2300200,1,0,0,0,0,0,1,1,0,0
8,12,23,9.154741059,2300300,0,0,1,0,0,1,0,1,0,0
18,18,23,9.086064505,2300800,0,0,0,1,0,1,0,1,0,0
16,18,23,10.15452867,2300800,0,0,0,1,0,0,1,1,0,0
32,16,23,2.031756168,2300900,1,0,0,0,0,1,0,1,0,0
34,18,23,1.833980414,2300900,1,0,0,0,0,0,1,1,0,0
4,24,23,4.808721198,2300500,0,0,0,1,0,1,0,1,0,0
6,16,23,2.291587488,2300500,1,0,0,0,0,0,1,1,0,0
3,12,23,18.27410738,2300200,0,0,0,1,0,0,1,1,0,0
46,14,23,2.537435845,2300900,1,0,0,0,0,1,0,1,0,0
5,14,23,2.537435845,2300100,1,0,0,0,0,1,0,1,0,0
8,18,23,2.857667742,2300600,0,1,0,0,0,1,0,1,0,0
23,14,23,2.860048137,2300200,1,0,0,0,0,0,1,1,0,0
26,14,23,7.430859588,2300200,0,0,1,0,0,1,0,1,0,0
3,14,23,8.322500058,2300100,0,0,1,0,0,0,1,1,0,0
34,16,23,6.010117428,2300700,0,0,1,0,0,1,0,1,0,0
21,19,23,2.883558081,2300700,0,1,0,0,0,0,1,1,0,0
16,18,23,1.833980414,2300900,1,0,0,0,0,0,1,1,0,0
19,12,23,10.23037239,2300300,0,0,1,0,0,0,1,1,0,0
16,18,23,1.833980414,2300800,1,0,0,0,0,0,1,1,0,0
16,12,23,3.164907227,2300800,1,0,0,0,0,1,0,1,0,0
6,12,23,6.175212911,2300500,0,1,0,0,0,0,1,1,0,0
7,12,23,6.175212911,2300700,0,1,0,0,0,0,1,1,0,0
6,12,23,9.154741059,2300700,0,0,1,0,0,1,0,1,0,0
14,16,23,6.010117428,2300600,0,0,1,0,0,1,0,1,0,0
14,12,23,10.23037239,2300600,0,0,1,0,0,0,1,1,0,0
4,16,23,2.291587488,2300100,1,0,0,0,0,0,1,1,0,0
5,12,23,3.164907227,2300100,1,0,0,0,0,1,0,1,0,0
18,14,23,2.537435845,2300500,1,0,0,0,0,1,0,1,0,0
8,14,23,2.537435845,2300500,1,0,0,0,0,1,0,1,0,0
6,14,23,4.43061433,2300300,0,1,0,0,0,1,0,1,0,0
6,12,23,10.23037239,2300300,0,0,1,0,0,0,1,1,0,0
7,12,23,6.175212911,2300200,0,1,0,0,0,0,1,1,0,0
5,10,23,11.23002835,2300200,0,0,1,0,0,1,0,1,0,0
29,18,23,1.625171798,2300300,1,0,0,0,0,1,0,1,0,0
12,12,23,18.27410738,2300500,0,0,0,1,0,0,1,1,0,0
